OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0002028,In-Store,WARE-PUJ1005,10/27/2018,1/8/2019,1/31/2019,2/1/2019,USD,11,1,263,30,8,0.05,817.40,335.13
SO - 0002029,In-Store,WARE-XYS1001,7/19/2018,1/8/2019,1/25/2019,2/4/2019,USD,5,38,47,17,2,0.1,"1,078.70",550.14
SO - 0002030,Online,WARE-NBV1002,10/27/2018,1/9/2019,1/17/2019,1/18/2019,USD,18,26,86,9,3,0.2,"6,204.20","4,280.90"
SO - 0002031,Online,WARE-XYS1001,7/19/2018,1/9/2019,2/6/2019,2/13/2019,USD,17,43,33,5,6,0.05,"5,299.70","4,186.76"
SO - 0002032,Distributor,WARE-NMK1003,10/27/2018,1/9/2019,1/25/2019,2/1/2019,USD,24,47,159,39,5,0.075,201.00,142.71
SO - 0002033,In-Store,WARE-NMK1003,10/27/2018,1/9/2019,1/29/2019,2/8/2019,USD,2,34,133,3,6,0.075,"3,396.90","2,377.83"
SO - 0002034,In-Store,WARE-UHY1004,10/27/2018,1/9/2019,1/31/2019,2/8/2019,USD,10,48,232,16,6,0.1,"1,065.30",681.79
SO - 0002035,Distributor,WARE-PUJ1005,10/27/2018,1/9/2019,2/3/2019,2/10/2019,USD,21,10,310,3,5,0.075,"3,973.10","3,257.94"
SO - 0002036,In-Store,WARE-UHY1004,10/27/2018,1/9/2019,2/4/2019,2/12/2019,USD,1,14,211,46,8,0.05,"1,983.20","1,170.09"
SO - 0002037,Wholesale,WARE-MKL1006,10/27/2018,1/9/2019,1/24/2019,2/3/2019,USD,27,43,356,40,2,0.4,"1,929.60","1,466.50"
SO - 0002038,Online,WARE-MKL1006,10/27/2018,1/9/2019,1/23/2019,1/28/2019,USD,15,49,359,30,3,0.15,891.10,481.19
SO - 0002039,Distributor,WARE-UHY1004,7/19/2018,1/10/2019,1/31/2019,2/7/2019,USD,24,38,205,23,7,0.2,"3,999.90","2,239.94"
SO - 0002040,In-Store,WARE-NMK1003,10/27/2018,1/10/2019,2/5/2019,2/9/2019,USD,1,4,162,1,4,0.3,"1,809.00","1,519.56"
SO - 0002041,Online,WARE-UHY1004,7/19/2018,1/10/2019,1/27/2019,2/2/2019,USD,13,17,221,6,5,0.075,"3,430.40","2,744.32"
SO - 0002042,Wholesale,WARE-UHY1004,7/19/2018,1/10/2019,1/20/2019,1/22/2019,USD,28,12,229,43,5,0.05,"2,519.20","1,259.60"
SO - 0002043,Distributor,WARE-NBV1002,10/27/2018,1/10/2019,2/4/2019,2/8/2019,USD,24,2,83,33,1,0.075,"1,011.70",536.20
SO - 0002044,In-Store,WARE-PUJ1005,7/19/2018,1/10/2019,1/19/2019,1/20/2019,USD,1,5,313,22,7,0.05,214.40,135.07
SO - 0002045,Online,WARE-NMK1003,7/19/2018,1/10/2019,1/29/2019,2/4/2019,USD,17,38,138,31,1,0.2,"2,324.90","1,464.69"
SO - 0002046,In-Store,WARE-NMK1003,10/27/2018,1/10/2019,1/15/2019,1/24/2019,USD,3,34,200,39,7,0.075,"2,552.70","1,761.36"
SO - 0002047,In-Store,WARE-XYS1001,10/27/2018,1/10/2019,1/18/2019,1/24/2019,USD,1,46,2,24,3,0.05,"1,775.50",994.28
SO - 0002048,In-Store,WARE-XYS1001,10/27/2018,1/10/2019,1/16/2019,1/17/2019,USD,10,7,55,27,3,0.075,"3,906.10","2,695.21"
SO - 0002049,Online,WARE-PUJ1005,7/19/2018,1/10/2019,1/23/2019,1/27/2019,USD,15,46,300,2,4,0.1,"2,860.90","1,687.93"
SO - 0002050,In-Store,WARE-NMK1003,10/27/2018,1/10/2019,1/21/2019,1/29/2019,USD,5,34,168,37,3,0.05,931.30,540.15
SO - 0002051,Online,WARE-PUJ1005,10/27/2018,1/10/2019,1/19/2019,1/22/2019,USD,17,40,290,28,7,0.075,"1,072.00",846.88
SO - 0002052,In-Store,WARE-NMK1003,10/27/2018,1/10/2019,1/20/2019,1/28/2019,USD,8,13,174,37,4,0.15,241.20,101.30
SO - 0002053,Wholesale,WARE-XYS1001,10/27/2018,1/11/2019,1/23/2019,1/25/2019,USD,28,32,29,12,4,0.05,"3,691.70","2,584.19"
SO - 0002054,In-Store,WARE-NBV1002,10/27/2018,1/11/2019,2/7/2019,2/11/2019,USD,10,30,87,42,3,0.05,857.60,497.41
SO - 0002055,Online,WARE-XYS1001,10/27/2018,1/11/2019,1/25/2019,2/3/2019,USD,20,4,11,17,2,0.1,"1,185.90",960.58
SO - 0002056,Online,WARE-NMK1003,10/27/2018,1/11/2019,1/25/2019,1/31/2019,USD,15,25,99,21,6,0.1,"5,701.70","4,789.43"
SO - 0002057,Online,WARE-NMK1003,10/27/2018,1/11/2019,1/14/2019,1/16/2019,USD,18,40,137,26,8,0.05,"3,919.50","1,567.80"
SO - 0002058,In-Store,WARE-NMK1003,10/27/2018,1/11/2019,1/20/2019,1/25/2019,USD,8,30,196,18,2,0.05,"1,051.90",620.62
SO - 0002059,Online,WARE-PUJ1005,10/27/2018,1/11/2019,1/23/2019,1/27/2019,USD,13,45,303,45,8,0.05,"1,018.40",407.36
SO - 0002060,Distributor,WARE-XYS1001,10/27/2018,1/11/2019,2/7/2019,2/17/2019,USD,24,41,24,36,4,0.075,"1,212.70",715.49
SO - 0002061,In-Store,WARE-UHY1004,10/27/2018,1/11/2019,1/26/2019,2/1/2019,USD,4,35,257,32,7,0.05,"3,075.30","1,998.95"
SO - 0002062,Online,WARE-UHY1004,7/19/2018,1/11/2019,1/30/2019,2/9/2019,USD,17,29,251,8,6,0.2,"5,587.80","2,682.14"
SO - 0002063,In-Store,WARE-NMK1003,10/27/2018,1/11/2019,1/13/2019,1/23/2019,USD,10,4,89,22,3,0.2,"1,125.60",855.46
SO - 0002064,Distributor,WARE-NMK1003,10/27/2018,1/12/2019,2/1/2019,2/9/2019,USD,22,6,172,45,1,0.05,"6,083.60","2,737.62"
SO - 0002065,Online,WARE-PUJ1005,7/19/2018,1/12/2019,2/7/2019,2/10/2019,USD,19,31,285,8,4,0.1,964.80,665.71
SO - 0002066,In-Store,WARE-PUJ1005,10/27/2018,1/12/2019,1/28/2019,2/6/2019,USD,6,27,307,30,2,0.075,187.60,133.20
SO - 0002067,Wholesale,WARE-PUJ1005,7/19/2018,1/12/2019,1/22/2019,1/29/2019,USD,27,12,328,23,3,0.15,703.50,295.47
SO - 0002068,Distributor,WARE-NMK1003,10/27/2018,1/12/2019,1/21/2019,1/30/2019,USD,21,37,166,39,8,0.05,"3,832.40","1,877.88"
SO - 0002069,Distributor,WARE-NMK1003,10/27/2018,1/12/2019,1/17/2019,1/21/2019,USD,23,34,94,2,4,0.1,"5,661.50","2,321.22"
SO - 0002070,In-Store,WARE-NMK1003,10/27/2018,1/12/2019,1/15/2019,1/20/2019,USD,3,50,127,37,7,0.2,207.70,159.93
SO - 0002071,Distributor,WARE-PUJ1005,10/27/2018,1/12/2019,1/26/2019,2/3/2019,USD,21,20,283,41,5,0.2,"3,892.70","3,308.80"
SO - 0002072,In-Store,WARE-PUJ1005,10/27/2018,1/12/2019,2/1/2019,2/6/2019,USD,11,1,316,16,7,0.05,"2,519.20","1,713.06"
SO - 0002073,In-Store,WARE-NBV1002,10/27/2018,1/12/2019,2/8/2019,2/12/2019,USD,11,41,64,33,2,0.075,"2,921.20","1,460.60"
SO - 0002074,In-Store,WARE-NMK1003,10/27/2018,1/13/2019,1/20/2019,1/22/2019,USD,5,39,154,24,7,0.05,"5,594.50","2,517.53"
SO - 0002075,In-Store,WARE-NMK1003,10/27/2018,1/13/2019,1/25/2019,1/29/2019,USD,6,27,116,37,6,0.15,991.60,743.70
SO - 0002076,In-Store,WARE-NBV1002,10/27/2018,1/13/2019,1/28/2019,1/29/2019,USD,3,13,63,29,7,0.05,891.10,570.30
SO - 0002077,Wholesale,WARE-UHY1004,10/27/2018,1/13/2019,1/16/2019,1/24/2019,USD,26,14,240,3,4,0.05,"5,427.00","2,442.15"
SO - 0002078,Online,WARE-XYS1001,10/27/2018,1/13/2019,1/15/2019,1/18/2019,USD,15,5,1,8,1,0.2,"3,999.90","3,279.92"
SO - 0002079,In-Store,WARE-PUJ1005,10/27/2018,1/14/2019,2/6/2019,2/10/2019,USD,11,34,278,43,7,0.075,"1,065.30",522.00
SO - 0002080,In-Store,WARE-NMK1003,7/19/2018,1/14/2019,1/20/2019,1/30/2019,USD,1,41,190,8,2,0.4,174.20,142.84
SO - 0002081,In-Store,WARE-PUJ1005,7/19/2018,1/14/2019,1/18/2019,1/28/2019,USD,1,3,313,42,8,0.2,"3,819.00","3,131.58"
SO - 0002082,Wholesale,WARE-MKL1006,10/27/2018,1/14/2019,1/18/2019,1/24/2019,USD,26,38,339,22,1,0.05,"1,058.60",730.43
SO - 0002083,In-Store,WARE-UHY1004,7/19/2018,1/14/2019,1/24/2019,2/1/2019,USD,11,48,249,46,4,0.4,"3,242.80","2,594.24"
SO - 0002084,Distributor,WARE-MKL1006,10/27/2018,1/15/2019,2/9/2019,2/13/2019,USD,25,24,350,16,8,0.075,"6,445.40","4,705.14"
SO - 0002085,In-Store,WARE-NBV1002,10/27/2018,1/15/2019,1/29/2019,2/5/2019,USD,6,40,67,24,1,0.15,"1,085.40",586.12
SO - 0002086,In-Store,WARE-NMK1003,10/27/2018,1/15/2019,1/26/2019,1/29/2019,USD,12,33,101,22,2,0.05,"3,571.10","1,999.82"
SO - 0002087,In-Store,WARE-PUJ1005,10/27/2018,1/15/2019,2/9/2019,2/13/2019,USD,7,10,316,27,8,0.2,"2,398.60","1,319.23"
SO - 0002088,Online,WARE-MKL1006,10/27/2018,1/15/2019,2/6/2019,2/7/2019,USD,15,8,355,45,5,0.05,"1,299.80","1,026.84"
SO - 0002089,Distributor,WARE-PUJ1005,7/19/2018,1/15/2019,2/5/2019,2/15/2019,USD,23,41,273,32,6,0.05,877.70,658.28
SO - 0002090,In-Store,WARE-XYS1001,7/19/2018,1/15/2019,2/1/2019,2/7/2019,USD,10,32,23,47,7,0.2,"1,018.40",712.88
SO - 0002091,In-Store,WARE-NMK1003,10/27/2018,1/15/2019,1/24/2019,1/31/2019,USD,7,26,124,4,7,0.1,"3,584.50","2,365.77"
SO - 0002092,In-Store,WARE-NMK1003,10/27/2018,1/15/2019,2/9/2019,2/19/2019,USD,9,39,88,18,4,0.05,991.60,743.70
SO - 0002093,Online,WARE-XYS1001,7/19/2018,1/15/2019,1/23/2019,1/25/2019,USD,13,24,13,35,1,0.15,"6,391.80","3,323.74"
SO - 0002094,Online,WARE-XYS1001,10/27/2018,1/16/2019,2/11/2019,2/14/2019,USD,18,19,36,6,1,0.05,871.00,644.54
SO - 0002095,In-Store,WARE-PUJ1005,10/27/2018,1/16/2019,2/12/2019,2/15/2019,USD,2,18,277,2,7,0.075,"1,112.20",923.13
SO - 0002096,In-Store,WARE-UHY1004,10/27/2018,1/16/2019,1/22/2019,1/28/2019,USD,4,17,249,29,1,0.15,"1,835.80",844.47
SO - 0002097,In-Store,WARE-MKL1006,10/27/2018,1/16/2019,2/13/2019,2/23/2019,USD,11,39,334,44,8,0.075,201.00,90.45
SO - 0002098,In-Store,WARE-XYS1001,10/27/2018,1/16/2019,1/21/2019,1/26/2019,USD,1,38,48,5,1,0.1,"5,038.40","3,526.88"
SO - 0002099,Online,WARE-MKL1006,10/27/2018,1/17/2019,2/14/2019,2/23/2019,USD,18,32,336,28,8,0.1,"1,098.80",933.98
SO - 0002100,In-Store,WARE-UHY1004,10/27/2018,1/17/2019,2/5/2019,2/13/2019,USD,9,21,246,37,3,0.075,"2,271.30","1,703.48"
SO - 0002101,In-Store,WARE-PUJ1005,10/27/2018,1/17/2019,1/29/2019,2/5/2019,USD,8,5,287,8,6,0.05,"1,313.20",617.20
SO - 0002102,In-Store,WARE-NMK1003,10/27/2018,1/17/2019,2/9/2019,2/18/2019,USD,1,19,91,17,4,0.05,971.50,388.60
SO - 0002103,Distributor,WARE-UHY1004,10/27/2018,1/17/2019,2/9/2019,2/15/2019,USD,25,11,231,13,4,0.075,"1,829.10","1,444.99"
SO - 0002104,In-Store,WARE-UHY1004,10/27/2018,1/17/2019,1/31/2019,2/6/2019,USD,4,35,217,42,2,0.1,"1,735.30","1,370.89"
SO - 0002105,In-Store,WARE-XYS1001,10/27/2018,1/17/2019,1/19/2019,1/21/2019,USD,9,21,25,38,8,0.3,"3,932.90","1,769.81"
SO - 0002106,Online,WARE-NMK1003,7/19/2018,1/17/2019,1/24/2019,1/25/2019,USD,19,11,184,38,8,0.4,"2,653.20","1,804.18"
SO - 0002107,Wholesale,WARE-PUJ1005,10/27/2018,1/17/2019,1/25/2019,1/28/2019,USD,28,31,290,46,4,0.1,"1,882.70","1,355.54"
SO - 0002108,In-Store,WARE-UHY1004,10/27/2018,1/17/2019,1/20/2019,1/27/2019,USD,6,48,215,33,4,0.05,"3,932.90","2,359.74"
SO - 0002109,In-Store,WARE-PUJ1005,10/27/2018,1/17/2019,1/26/2019,2/4/2019,USD,12,24,329,40,4,0.075,"3,912.80","2,034.66"
SO - 0002110,Distributor,WARE-PUJ1005,10/27/2018,1/18/2019,2/6/2019,2/15/2019,USD,23,38,300,27,5,0.15,978.20,743.43
SO - 0002111,Online,WARE-UHY1004,7/19/2018,1/18/2019,1/30/2019,1/31/2019,USD,18,48,254,15,6,0.1,"1,842.50","1,197.63"
SO - 0002112,In-Store,WARE-UHY1004,10/27/2018,1/18/2019,1/27/2019,2/2/2019,USD,12,7,213,46,7,0.4,254.60,104.39
SO - 0002113,Online,WARE-XYS1001,10/27/2018,1/18/2019,1/30/2019,2/9/2019,USD,20,25,23,14,1,0.075,"1,065.30",575.26
SO - 0002114,Online,WARE-XYS1001,7/19/2018,1/18/2019,2/11/2019,2/19/2019,USD,16,12,44,31,5,0.3,"3,510.80","2,211.80"
SO - 0002115,Distributor,WARE-UHY1004,10/27/2018,1/18/2019,1/24/2019,1/29/2019,USD,22,9,227,5,7,0.075,"5,701.70","2,907.87"
SO - 0002116,Wholesale,WARE-NMK1003,10/27/2018,1/18/2019,2/3/2019,2/9/2019,USD,27,39,198,44,3,0.15,"3,390.20","2,373.14"
SO - 0002117,In-Store,WARE-NBV1002,10/27/2018,1/19/2019,1/22/2019,1/23/2019,USD,10,46,85,40,1,0.1,"2,298.10","1,401.84"
SO - 0002118,In-Store,WARE-PUJ1005,10/27/2018,1/19/2019,2/2/2019,2/7/2019,USD,1,6,270,3,6,0.2,"3,959.70","1,663.07"
SO - 0002119,Online,WARE-UHY1004,10/27/2018,1/19/2019,2/6/2019,2/7/2019,USD,14,22,243,2,6,0.075,"2,318.20","1,715.47"
SO - 0002120,Distributor,WARE-MKL1006,10/27/2018,1/19/2019,1/22/2019,1/26/2019,USD,21,33,362,44,2,0.2,201.00,82.41
SO - 0002121,Online,WARE-NMK1003,10/27/2018,1/19/2019,1/31/2019,2/10/2019,USD,15,26,142,33,3,0.1,"2,827.40","2,403.29"
SO - 0002122,In-Store,WARE-XYS1001,10/27/2018,1/19/2019,2/6/2019,2/13/2019,USD,6,42,7,8,2,0.1,884.40,689.83
SO - 0002123,In-Store,WARE-PUJ1005,10/27/2018,1/19/2019,2/6/2019,2/12/2019,USD,2,45,299,39,4,0.1,"3,966.40","2,697.15"
SO - 0002124,Distributor,WARE-PUJ1005,7/19/2018,1/20/2019,1/25/2019,1/26/2019,USD,24,32,285,20,8,0.05,"3,899.40","3,314.49"
SO - 0002125,Online,WARE-NMK1003,10/27/2018,1/20/2019,2/8/2019,2/9/2019,USD,20,38,197,39,1,0.05,770.50,547.06
SO - 0002126,In-Store,WARE-NMK1003,10/27/2018,1/20/2019,2/17/2019,2/24/2019,USD,6,46,94,13,8,0.05,"1,038.50",633.49
SO - 0002127,Online,WARE-NMK1003,10/27/2018,1/20/2019,2/3/2019,2/6/2019,USD,15,31,102,20,3,0.4,837.50,661.63
SO - 0002128,Online,WARE-XYS1001,10/27/2018,1/20/2019,2/7/2019,2/10/2019,USD,14,43,36,9,3,0.075,"6,545.90","3,076.57"
SO - 0002129,In-Store,WARE-UHY1004,10/27/2018,1/20/2019,2/4/2019,2/11/2019,USD,7,14,246,9,3,0.1,254.60,198.59
SO - 0002130,Online,WARE-PUJ1005,10/27/2018,1/20/2019,2/3/2019,2/8/2019,USD,20,7,294,20,2,0.4,174.20,78.39
SO - 0002131,In-Store,WARE-XYS1001,10/27/2018,1/20/2019,2/13/2019,2/14/2019,USD,2,39,22,22,3,0.1,"1,025.10",768.83
SO - 0002132,Wholesale,WARE-PUJ1005,10/27/2018,1/20/2019,1/31/2019,2/5/2019,USD,26,3,277,36,2,0.05,"1,775.50",727.96
SO - 0002133,Wholesale,WARE-MKL1006,10/27/2018,1/20/2019,2/4/2019,2/8/2019,USD,26,41,350,25,8,0.4,"3,390.20","2,000.22"
SO - 0002134,Online,WARE-NMK1003,10/27/2018,1/20/2019,1/24/2019,1/30/2019,USD,19,7,170,23,3,0.05,234.50,93.80
SO - 0002135,In-Store,WARE-PUJ1005,10/27/2018,1/20/2019,1/27/2019,2/5/2019,USD,3,6,291,9,5,0.05,"2,385.20","1,454.97"
SO - 0002136,Wholesale,WARE-UHY1004,10/27/2018,1/20/2019,2/12/2019,2/17/2019,USD,28,18,242,5,2,0.05,"1,038.50",446.56
SO - 0002137,In-Store,WARE-NBV1002,7/19/2018,1/20/2019,2/13/2019,2/23/2019,USD,8,14,68,10,1,0.075,"2,492.40","1,395.74"
SO - 0002138,In-Store,WARE-XYS1001,10/27/2018,1/20/2019,1/22/2019,1/29/2019,USD,9,3,56,24,8,0.15,"1,045.20",595.76
SO - 0002139,Online,WARE-PUJ1005,10/27/2018,1/20/2019,1/26/2019,1/28/2019,USD,12,34,296,14,2,0.4,"6,177.40","2,779.83"
SO - 0002140,Online,WARE-UHY1004,10/27/2018,1/20/2019,2/8/2019,2/15/2019,USD,14,47,230,31,6,0.05,"2,639.80","1,214.31"
SO - 0002141,Online,WARE-NMK1003,10/27/2018,1/20/2019,2/4/2019,2/7/2019,USD,16,50,187,15,8,0.15,"2,532.60","1,316.95"
SO - 0002142,In-Store,WARE-PUJ1005,10/27/2018,1/20/2019,2/6/2019,2/15/2019,USD,7,35,281,11,5,0.1,"1,165.80",687.82
SO - 0002143,Online,WARE-NMK1003,10/27/2018,1/21/2019,2/8/2019,2/11/2019,USD,13,35,173,13,3,0.4,"3,959.70","3,207.36"
SO - 0002144,In-Store,WARE-NMK1003,10/27/2018,1/21/2019,2/13/2019,2/17/2019,USD,5,20,134,20,7,0.075,"1,125.60",619.08
SO - 0002145,Online,WARE-NMK1003,10/27/2018,1/21/2019,1/26/2019,1/31/2019,USD,14,19,128,4,5,0.075,"2,331.60","1,282.38"
SO - 0002146,Wholesale,WARE-NMK1003,10/27/2018,1/21/2019,1/28/2019,2/6/2019,USD,27,33,123,47,7,0.1,"1,896.10","1,346.23"
SO - 0002147,In-Store,WARE-PUJ1005,10/27/2018,1/21/2019,2/8/2019,2/14/2019,USD,1,43,280,46,6,0.1,"3,953.00","3,320.52"
SO - 0002148,Online,WARE-PUJ1005,10/27/2018,1/21/2019,1/26/2019,2/1/2019,USD,18,49,278,23,6,0.05,857.60,634.62
SO - 0002149,Wholesale,WARE-UHY1004,7/19/2018,1/22/2019,2/11/2019,2/17/2019,USD,25,33,230,26,4,0.1,"5,641.40","3,272.01"
SO - 0002150,Online,WARE-NMK1003,10/27/2018,1/22/2019,2/14/2019,2/16/2019,USD,16,48,148,37,1,0.05,"2,217.70","1,552.39"
SO - 0002151,In-Store,WARE-XYS1001,10/27/2018,1/22/2019,1/29/2019,2/2/2019,USD,4,37,36,14,7,0.2,"1,855.90","1,317.69"
SO - 0002152,Distributor,WARE-NMK1003,10/27/2018,1/22/2019,2/2/2019,2/6/2019,USD,25,15,134,35,2,0.075,"1,976.50","1,581.20"
SO - 0002153,Distributor,WARE-NBV1002,10/27/2018,1/22/2019,1/28/2019,1/29/2019,USD,21,5,76,20,2,0.1,"1,065.30",628.53
SO - 0002154,Online,WARE-UHY1004,10/27/2018,1/23/2019,2/11/2019,2/14/2019,USD,19,36,252,25,3,0.05,"3,872.60","2,594.64"
SO - 0002155,In-Store,WARE-NMK1003,10/27/2018,1/23/2019,2/16/2019,2/17/2019,USD,7,24,150,10,2,0.05,"3,886.00","1,826.42"
SO - 0002156,Online,WARE-NBV1002,10/27/2018,1/23/2019,2/16/2019,2/26/2019,USD,19,10,75,36,8,0.05,268.00,222.44
SO - 0002157,In-Store,WARE-UHY1004,10/27/2018,1/23/2019,2/19/2019,2/24/2019,USD,12,9,225,11,4,0.05,214.40,92.19
SO - 0002158,Online,WARE-MKL1006,10/27/2018,1/23/2019,2/3/2019,2/5/2019,USD,19,12,346,34,5,0.075,676.70,433.09
SO - 0002159,Online,WARE-NMK1003,10/27/2018,1/23/2019,2/7/2019,2/8/2019,USD,14,39,174,4,1,0.05,"1,005.00",412.05
SO - 0002160,Online,WARE-PUJ1005,10/27/2018,1/23/2019,2/12/2019,2/15/2019,USD,15,47,278,5,1,0.05,"1,065.30",703.10
SO - 0002161,In-Store,WARE-MKL1006,10/27/2018,1/23/2019,2/3/2019,2/11/2019,USD,7,15,352,33,2,0.1,167.50,113.90
SO - 0002162,In-Store,WARE-XYS1001,10/27/2018,1/23/2019,2/14/2019,2/19/2019,USD,3,11,47,11,4,0.15,"1,179.20",837.23
SO - 0002163,Online,WARE-NMK1003,7/19/2018,1/23/2019,2/7/2019,2/10/2019,USD,14,5,180,6,7,0.2,"5,808.90","3,485.34"
SO - 0002164,Distributor,WARE-NBV1002,10/27/2018,1/24/2019,2/20/2019,2/23/2019,USD,20,25,87,30,4,0.05,"3,772.10","3,093.12"
SO - 0002165,In-Store,WARE-NBV1002,10/27/2018,1/24/2019,2/10/2019,2/12/2019,USD,8,25,64,19,1,0.05,"3,484.00","1,532.96"
SO - 0002166,Online,WARE-PUJ1005,10/27/2018,1/24/2019,2/2/2019,2/11/2019,USD,13,16,286,17,8,0.075,"1,051.90",420.76
SO - 0002167,In-Store,WARE-MKL1006,10/27/2018,1/24/2019,2/5/2019,2/10/2019,USD,5,1,335,8,1,0.075,207.70,116.31
SO - 0002168,Online,WARE-XYS1001,10/27/2018,1/24/2019,1/28/2019,2/7/2019,USD,16,14,38,18,3,0.1,"1,708.50","1,195.95"
SO - 0002169,In-Store,WARE-NMK1003,10/27/2018,1/25/2019,2/17/2019,2/26/2019,USD,8,30,161,32,2,0.15,"1,118.90",794.42
SO - 0002170,In-Store,WARE-UHY1004,10/27/2018,1/25/2019,1/27/2019,2/4/2019,USD,3,44,241,10,4,0.1,"1,896.10",796.36
SO - 0002171,Distributor,WARE-NMK1003,10/27/2018,1/25/2019,2/15/2019,2/25/2019,USD,24,6,191,36,4,0.1,"2,271.30",931.23
SO - 0002172,In-Store,WARE-PUJ1005,10/27/2018,1/25/2019,2/16/2019,2/23/2019,USD,4,1,303,18,4,0.075,"5,681.60","3,749.86"
SO - 0002173,Wholesale,WARE-MKL1006,10/27/2018,1/25/2019,2/21/2019,2/25/2019,USD,26,25,330,34,1,0.075,"1,065.30",607.22
SO - 0002174,In-Store,WARE-UHY1004,10/27/2018,1/25/2019,2/5/2019,2/15/2019,USD,9,46,233,13,4,0.05,"2,579.50","2,140.99"
SO - 0002175,Distributor,WARE-PUJ1005,10/27/2018,1/26/2019,1/29/2019,2/7/2019,USD,21,38,274,14,6,0.05,"3,879.30","2,987.06"
SO - 0002176,Wholesale,WARE-MKL1006,10/27/2018,1/26/2019,1/30/2019,1/31/2019,USD,26,44,333,42,6,0.3,"2,485.70","1,242.85"
SO - 0002177,Online,WARE-UHY1004,10/27/2018,1/26/2019,2/10/2019,2/15/2019,USD,14,42,227,47,6,0.2,931.30,707.79
SO - 0002178,In-Store,WARE-PUJ1005,10/27/2018,1/26/2019,2/11/2019,2/20/2019,USD,2,27,310,8,3,0.05,"1,112.20",856.39
SO - 0002179,Online,WARE-NMK1003,10/27/2018,1/26/2019,1/31/2019,2/6/2019,USD,13,20,98,31,6,0.075,"1,058.60",465.78
SO - 0002180,In-Store,WARE-XYS1001,10/27/2018,1/26/2019,2/14/2019,2/23/2019,USD,2,42,51,43,8,0.15,"1,018.40",824.90
SO - 0002181,Online,WARE-PUJ1005,10/27/2018,1/27/2019,2/4/2019,2/5/2019,USD,12,33,284,42,3,0.05,"1,882.70","1,091.97"
SO - 0002182,Online,WARE-XYS1001,10/27/2018,1/27/2019,2/3/2019,2/12/2019,USD,13,12,22,39,7,0.1,"1,025.10",563.81
SO - 0002183,In-Store,WARE-PUJ1005,10/27/2018,1/27/2019,2/11/2019,2/14/2019,USD,1,49,301,42,4,0.075,"5,882.60","4,176.65"
SO - 0002184,Online,WARE-XYS1001,10/27/2018,1/27/2019,2/8/2019,2/16/2019,USD,16,17,48,39,1,0.15,"1,125.60",866.71
SO - 0002185,Online,WARE-XYS1001,10/27/2018,1/27/2019,2/19/2019,2/26/2019,USD,15,34,43,28,5,0.1,"1,165.80",920.98
SO - 0002186,Online,WARE-NMK1003,10/27/2018,1/27/2019,1/29/2019,2/3/2019,USD,19,41,127,36,8,0.2,"5,353.30","3,533.18"
SO - 0002187,Wholesale,WARE-NMK1003,10/27/2018,1/27/2019,2/14/2019,2/17/2019,USD,28,32,103,14,7,0.1,"3,979.80","1,989.90"
SO - 0002188,Wholesale,WARE-XYS1001,10/27/2018,1/27/2019,2/15/2019,2/17/2019,USD,26,13,21,16,6,0.075,194.30,126.30
SO - 0002189,In-Store,WARE-UHY1004,10/27/2018,1/27/2019,2/23/2019,3/5/2019,USD,3,21,246,10,3,0.2,"3,852.50","2,812.33"
SO - 0002190,Online,WARE-MKL1006,10/27/2018,1/27/2019,2/18/2019,2/27/2019,USD,12,19,344,30,1,0.075,"6,083.60","2,555.11"
SO - 0002191,Distributor,WARE-MKL1006,10/27/2018,1/27/2019,2/13/2019,2/14/2019,USD,21,37,365,28,2,0.05,"6,190.80","2,538.23"
SO - 0002192,Wholesale,WARE-UHY1004,10/27/2018,1/28/2019,2/22/2019,3/4/2019,USD,26,44,253,35,8,0.05,"3,852.50","2,966.43"
SO - 0002193,Online,WARE-UHY1004,10/27/2018,1/28/2019,2/24/2019,3/4/2019,USD,13,50,253,11,7,0.075,"1,735.30",850.30
SO - 0002194,In-Store,WARE-NMK1003,10/27/2018,1/28/2019,2/17/2019,2/27/2019,USD,4,27,143,8,3,0.3,"2,680.00","1,098.80"
SO - 0002195,In-Store,WARE-NMK1003,10/27/2018,1/28/2019,2/22/2019,2/26/2019,USD,7,48,133,27,3,0.075,"1,675.00",686.75
SO - 0002196,Distributor,WARE-UHY1004,10/27/2018,1/28/2019,2/25/2019,3/4/2019,USD,24,23,240,16,3,0.075,"1,681.70",908.12
SO - 0002197,Distributor,WARE-PUJ1005,10/27/2018,1/28/2019,2/25/2019,2/28/2019,USD,25,38,313,3,8,0.1,"3,892.70","2,374.55"
SO - 0002198,Distributor,WARE-MKL1006,10/27/2018,1/28/2019,2/14/2019,2/20/2019,USD,23,48,356,5,3,0.1,"3,979.80","1,870.51"
SO - 0002199,Distributor,WARE-UHY1004,10/27/2018,1/28/2019,2/10/2019,2/12/2019,USD,24,41,239,36,1,0.075,"1,152.40",507.06
SO - 0002200,Online,WARE-MKL1006,10/27/2018,1/28/2019,1/31/2019,2/1/2019,USD,15,38,348,6,1,0.1,"3,819.00","1,565.79"
SO - 0002201,In-Store,WARE-PUJ1005,10/27/2018,1/28/2019,2/19/2019,2/27/2019,USD,10,24,268,47,5,0.075,"2,385.20","1,955.86"
